,rank,name,net_worth (in billion $),age,country / territory,source,industry,"('age', 'net_worth (in billion $)')"
2052,2020.0,Vadim Novinsky,1.4,59.0,Ukraine,Steel,Metals & Mining,59.0
2053,2020.0,Carlos Sanchez,1.4,61.0,Brazil,Generic drugs,Healthcare,61.0
2054,2020.0,Werner O. Weber,1.4,84.0,Switzerland,Electronic components,Manufacturing,84.0
2055,2020.0,Zhong Sheng Jian,1.4,65.0,Singapore,Real estate,Real Estate,65.0
2056,2020.0,Girdhari Lal Bawri,1.4,75.0,India,Pharmaceuticals,Healthcare,75.0
2057,2020.0,Guan Yihong,1.4,53.0,China,Restaurant,Food & Beverage,53.0
2058,2020.0,Hemendra Kothari,1.4,76.0,India,Financial services,Finance & Investments,76.0
2059,2020.0,Jenny Lindén Urnes,1.4,52.0,Sweden,Powdered metal,Manufacturing,52.0
2060,2020.0,Tadako Nakatani,1.4,65.0,Japan,Medical diagnostic equipment,Healthcare,65.0
2061,2020.0,Igor Rybakov,1.4,50.0,Russia,Building materials,Manufacturing,50.0
2062,2020.0,Wang Zelong,1.4,26.0,China,Chemicals,Metals & Mining,26.0
2063,2020.0,Zheng Jianjiang & family,1.4,62.0,China,Electrical equipment,Manufacturing,62.0
2064,2020.0,Binny Bansal,1.4,40.0,India,Flipkart,Technology,40.0
2065,2020.0,Lance Gokongwei,1.4,55.0,Philippines,Diversified,Diversified,55.0
2066,2020.0,Sergei Kolesnikov,1.4,51.0,Russia,Building materials,Manufacturing,51.0
2067,2020.0,William Li,1.4,48.0,China,Electric vehicles,Automotive,48.0
2068,2020.0,Marius Nacht,1.4,57.0,Israel,Software,Technology,57.0
2069,2020.0,Subhash Runwal,1.4,79.0,India,Real estate,Real Estate,79.0
2070,2020.0,Wang Yanqing & family,1.4,76.0,China,Carbon fiber products,Manufacturing,76.0
2071,2020.0,Xinghai Zhang & family,1.4,60.0,China,Machinery,Manufacturing,60.0
2072,2020.0,Nigel Austin,1.4,52.0,Australia,Retail,Fashion & Retail,52.0
2073,2020.0,Ali Ghodsi,1.4,44.0,Sweden,Data analytics,Technology,44.0
2074,2020.0,Koh Wee Meng,1.4,59.0,Singapore,"Real estate, hotels",Real Estate,59.0
2075,2020.0,Li Jinyang,1.4,65.0,China,Mining,Metals & Mining,65.0
2076,2020.0,Yoshiko Mori,1.4,82.0,Japan,Real estate,Real Estate,82.0
2077,2020.0,Boris Rotenberg,1.4,66.0,Russia,"Construction, pipes, chemicals",Construction & Engineering,66.0
2078,2020.0,Shuifu Wang,1.4,68.0,China,Manufacturing,Manufacturing,68.0
2079,2020.0,Zhang Xin,1.4,57.0,China,Real estate,Real Estate,57.0
2080,2020.0,Alberto Alcocer,1.4,80.0,Spain,Investments,Finance & Investments,80.0
2081,2020.0,Reinold Geiger,1.4,75.0,Austria,Beauty products,Fashion & Retail,75.0
2082,2020.0,Kim Taek-jin,1.4,56.0,South Korea,Online games,Media & Entertainment,56.0
2083,2020.0,Bernard Lewis & family,1.4,97.0,United Kingdom,Fashion retailer,Fashion & Retail,97.0
2084,2020.0,Miao Yongjun,1.4,55.0,China,Clinical diagnostics,Healthcare,55.0
2085,2020.0,Rihanna,1.4,35.0,Barbados,"Music, cosmetics",Fashion & Retail,35.0
2086,2020.0,Wang Jilei,1.4,58.0,China,Logistics,Logistics,58.0
2087,2020.0,Zhang Keqiang,1.4,62.0,China,Real estate,Real Estate,62.0
2088,2020.0,Antti Aarnio-Wihuri,1.4,83.0,Finland,Diversified,Diversified,83.0
2089,2020.0,J. Christopher Flowers,1.4,65.0,United States,Investments,Finance & Investments,65.0
2090,2020.0,Ke Zunhong & family,1.4,68.0,China,Pharmaceuticals,Healthcare,68.0
2091,2020.0,Manfredi Lefebvre d'Ovidio & family,1.4,69.0,Italy,Cruises,Service,69.0
2092,2020.0,Miao Shouliang,1.4,68.0,China,Real estate,Real Estate,68.0
2093,2020.0,Mochtar Riady & family,1.4,93.0,Indonesia,Diversified,Diversified,93.0
2094,2020.0,Jianyi Wang,1.4,60.0,China,Fiber optic cables,Technology,60.0
2095,2020.0,Zhang Chuanwei & family,1.4,60.0,China,Machinery,Manufacturing,60.0
2096,2020.0,John Farber,1.4,97.0,United States,Chemicals,Manufacturing,97.0
2097,2020.0,Rameshchandra Jain,1.4,74.0,India,Textiles,Manufacturing,74.0
2098,2020.0,Michael Lee-Chin,1.4,72.0,Canada,Mutual funds,Finance & Investments,72.0
2099,2020.0,Deepak Mehta,1.4,66.0,India,Chemicals,Manufacturing,66.0
2100,2020.0,M.Satyanarayana Reddy,1.4,65.0,India,Pharmaceuticals,Healthcare,65.0
2101,2020.0,Wilma Tisch,1.4,95.0,United States,Diversified,Finance & Investments,95.0
2102,2020.0,Yuan Liping,1.4,52.0,Canada,Pharmaceuticals,Healthcare,52.0
2103,2020.0,Chris Ellison,1.4,65.0,Australia,Mining,Metals & Mining,65.0
2104,2020.0,Huang Jinxiang & family,1.4,58.0,China,Chemicals,Manufacturing,58.0
2105,2020.0,Lee Ho-jin,1.4,60.0,South Korea,Diversified,Diversified,60.0
2106,2020.0,David McMurtry,1.4,82.0,United Kingdom,Manufacturing,Manufacturing,82.0
2107,2020.0,Qin Long,1.4,57.0,China,Tire,Manufacturing,57.0
2108,2020.0,Dilip Surana,1.4,57.0,India,Pharmaceuticals,Healthcare,57.0
2109,2020.0,Yu Peidi,1.4,63.0,Hong Kong,Real estate,Real Estate,63.0
2110,2020.0,Cai Jianyong,1.4,52.0,China,Nickel,Metals & Mining,52.0
2111,2020.0,Alfredo Harp Helu & family,1.4,79.0,Mexico,"Banking, investments",Finance & Investments,79.0
2112,2020.0,Kwee Liong Seen,1.4,70.0,Singapore,Real estate,Real Estate,70.0
2113,2020.0,Anatoly Lomakin,1.4,70.0,Russia,Investments,Metals & Mining,70.0
2114,2020.0,Pan Longquan,1.4,58.0,China,Manufacturing,Manufacturing,58.0
2115,2020.0,Radik Shaimiev,1.4,58.0,Russia,"Refinery, chemicals",Energy,58.0
2116,2020.0,Bo Wu,1.4,68.0,China,Machinery,Manufacturing,68.0
2117,2020.0,Amit Burman,1.4,53.0,India,Consumer goods,Food & Beverage,53.0
2118,2020.0,Ayman Hariri,1.4,44.0,Lebanon,"Construction, investments",Construction & Engineering,44.0
2119,2020.0,Kwee Liong Phing,1.4,65.0,Singapore,Real estate,Real Estate,65.0
2120,2020.0,Liu Ming Chung,1.4,60.0,Brazil,Paper,Manufacturing,60.0
2121,2020.0,Gretel Packer,1.4,57.0,Australia,Investments,Finance & Investments,57.0
2122,2020.0,Airat Shaimiev,1.4,61.0,Russia,"Refinery, chemicals",Energy,61.0
2123,2020.0,"Alfred West, Jr.",1.4,80.0,United States,Money management,Finance & Investments,80.0
2124,2020.0,Boris Zingarevich,1.4,63.0,Russia,"Pulp and paper, diversified",Diversified,63.0
2125,2020.0,Steve Case,1.4,64.0,United States,AOL,Technology,64.0
2126,2020.0,He Xiaopeng,1.4,45.0,China,Electric vehicles,Automotive,45.0
2127,2020.0,Kwee Liong Tek,1.4,76.0,Singapore,Real estate,Real Estate,76.0
2128,2020.0,Brandt Louie,1.4,79.0,Canada,Drugstores,Food & Beverage,79.0
2129,2020.0,Pan Shiyi,1.4,60.0,China,Real estate,Real Estate,60.0
2130,2020.0,Nobutoshi Shimamura,1.4,97.0,Japan,Retail,Fashion & Retail,97.0
2131,2020.0,Wu Chaoqun,1.4,53.0,China,Chemicals,Manufacturing,53.0
2132,2133.0,Rajendra Agarwal,1.3,64.0,India,Pharmaceuticals,Healthcare,64.0
2133,2133.0,Chang Jianming & family,1.3,58.0,China,Industrial equipment,Manufacturing,58.0
2134,2133.0,Keiko Erikawa,1.3,74.0,Japan,Video games,Media & Entertainment,74.0
2135,2133.0,Conni Jonsson,1.3,62.0,Sweden,Asset management,Finance & Investments,62.0
2136,2133.0,Fengluan Li,1.3,61.0,China,"Steel, diversified",Diversified,61.0
2137,2133.0,Lv Jianming,1.3,58.0,Hong Kong,Medical equipment,Healthcare,58.0
2138,2133.0,Devi Shetty,1.3,70.0,India,Healthcare,Healthcare,70.0
2139,2133.0,Junjin Wang,1.3,54.0,China,Airline,Service,54.0
2140,2133.0,Chirayu Amin,1.3,76.0,India,Pharmaceuticals,Healthcare,76.0
2141,2133.0,Richard Chang,1.3,76.0,Taiwan,"Real estate, electronics",Real Estate,76.0
2142,2133.0,Yoichi Erikawa,1.3,72.0,Japan,Video games,Media & Entertainment,72.0
2143,2133.0,George Joseph,1.3,101.0,United States,Insurance,Finance & Investments,101.0
2144,2133.0,Li Yongqing,1.3,58.0,China,Petro Firbe,Manufacturing,58.0
2145,2133.0,Blairo Maggi,1.3,66.0,Brazil,Agribusiness,Food & Beverage,66.0
2146,2133.0,George Pedersen & family,1.3,87.0,United States,Defense contractor,Manufacturing,87.0
2147,2133.0,Albert Shigaboutdinov,1.3,70.0,Russia,"Refinery, chemicals",Diversified,70.0
2148,2133.0,Wang Mingwang,1.3,55.0,China,Electronics components,Manufacturing,55.0
2149,2133.0,Anant Asavabhokhin,1.3,72.0,Thailand,Real estate,Real Estate,72.0
2150,2133.0,Chen Xuehua,1.3,62.0,China,Minerals processing,Metals & Mining,62.0
2151,2133.0,Philip Fayer,1.3,45.0,Canada,Online payments,Finance & Investments,45.0
2152,2133.0,Laurent Junique,1.3,57.0,France,Call centers,Technology,57.0
2153,2133.0,Li Zhigang,1.3,46.0,China,Machinery,Manufacturing,46.0
2154,2133.0,Yasseen Mansour,1.3,61.0,Egypt,Diversified,Diversified,61.0
2155,2133.0,Qu Miranda,1.3,38.0,China,E-commerce,Fashion & Retail,38.0
2156,2133.0,Diana Teh Li Shing,1.3,65.0,Malaysia,Banking,Finance & Investments,65.0
2157,2133.0,Wei Lidong & family,1.3,47.0,China,Software,Technology,47.0
2158,2133.0,Shyam Bhartia,1.3,70.0,India,"Pharmaceuticals, food",Healthcare,70.0
2159,2133.0,Annalisa Doris,1.3,52.0,Italy,Financial services,Finance & Investments,52.0
2160,2133.0,Mitchell Jacobson,1.3,72.0,United States,Industrial equipment,Service,72.0
2161,2133.0,Gary Lauder,1.3,60.0,United States,Estée Lauder,Fashion & Retail,60.0
2162,2133.0,Nguyen Dang Quang,1.3,59.0,Vietnam,"Consumer products, banking",Food & Beverage,59.0
2163,2133.0,Nobutada Saji,1.3,77.0,Japan,Beverages,Food & Beverage,77.0
2164,2133.0,Robert Toennies,1.3,44.0,Germany,Meat processing,Food & Beverage,44.0
2165,2133.0,Zhao Tongtong,1.3,56.0,Canada,Hotels,Service,56.0
2166,2133.0,Hari Bhartia,1.3,66.0,India,Diversified,Diversified,66.0
2167,2133.0,Aydin Dogan,1.3,86.0,Turkey,Media,Media & Entertainment,86.0
2168,2133.0,Gregg Hymowitz,1.3,57.0,United States,Asset management,Finance & Investments,57.0
2169,2133.0,Kristo Käärmann,1.3,42.0,Estonia,"Payments, banking",Finance & Investments,42.0
2170,2133.0,Randal Nardone,1.3,67.0,United States,"Investments, energy",Finance & Investments,67.0
2171,2133.0,Deniz Sahenk,1.3,77.0,Turkey,Diversified,Diversified,77.0
2172,2133.0,Clemens Toennies,1.3,66.0,Germany,Meat processing,Food & Beverage,66.0
2173,2133.0,Peng Zhao,1.3,52.0,China,Online recruitment,Service,52.0
2174,2133.0,Othman Benjelloun & family,1.3,90.0,Morocco,"Banking, insurance",Finance & Investments,90.0
2175,2133.0,Anand Deshpande,1.3,60.0,India,Technology,Technology,60.0
2176,2133.0,Lillyn Teh Li Hua,1.3,65.0,Malaysia,Finance,Finance & Investments,65.0
2177,2133.0,Eduard Kucera,1.3,70.0,Czech Republic,Software,Technology,70.0
2178,2133.0,Jahm Najafi,1.3,60.0,United States,Investments,Finance & Investments,60.0
2179,2133.0,Seifeddin Rustamov,1.3,60.0,Russia,Chemicals,Manufacturing,60.0
2180,2133.0,Rustem Sulteev,1.3,69.0,Russia,"Refinery, chemicals",Energy,69.0
2181,2133.0,Zeng Chaoyi,1.3,54.0,China,Aluminum products,Manufacturing,54.0
2182,2133.0,Banwari Lal Bawri,1.3,70.0,India,Pharmaceuticals,Healthcare,70.0
2183,2133.0,Wenjun Dai,1.3,54.0,China,Food,Food & Beverage,54.0
2184,2133.0,Hoi Kin Hong,1.3,70.0,Macau,Real estate,Real Estate,70.0
2185,2133.0,Michael Krasny,1.3,69.0,United States,Retail,Technology,69.0
2186,2133.0,Martin Moller Nielsen,1.3,58.0,Denmark,Aircraft leasing,Logistics,58.0
2187,2133.0,Igor Rotenberg,1.3,49.0,Russia,"Investments, real estate",Diversified,49.0
2188,2133.0,Konstantin Strukov & family,1.3,64.0,Russia,"Gold, coal mining",Metals & Mining,64.0
2189,2133.0,Yan Jane & family,1.3,53.0,China,Software,Technology,53.0
2190,2133.0,Elena Baturina,1.3,60.0,Russia,"Investments, real estate",Construction & Engineering,60.0
2191,2133.0,Eduardo Costantini,1.3,76.0,Argentina,Real estate,Real Estate,76.0
2192,2133.0,Heikki Herlin,1.3,36.0,Finland,"Elevators, escalators",Manufacturing,36.0
2193,2133.0,Kagemasa Kozuki,1.3,82.0,Japan,Video games,Technology,82.0
2194,2133.0,Lillian Teh Li Ming,1.3,65.0,Malaysia,Banking,Finance & Investments,65.0
2195,2133.0,Fernando Roig,1.3,75.0,Spain,Supermarkets,Fashion & Retail,75.0
2196,2133.0,Jennifer Steinbrenner Swindal,1.3,63.0,United States,Sports,Sports,63.0
2197,2133.0,Xu Shaochun,1.3,60.0,China,Software,Technology,60.0
2198,2133.0,Kiki Barki,1.3,83.0,Indonesia,Coal,Energy,83.0
2199,2133.0,Alberto Cortina,1.3,77.0,Spain,Investments,Finance & Investments,77.0
2200,2133.0,He Zhiping,1.3,59.0,China,Investments,Finance & Investments,59.0
2201,2133.0,Seth Klarman,1.3,65.0,United States,Investments,Finance & Investments,65.0
2202,2133.0,Carsten Maschmeyer,1.3,63.0,Germany,Finance services,Finance & Investments,63.0
2203,2133.0,Satish Reddy,1.3,55.0,India,Pharmaceuticals,Healthcare,55.0
2204,2133.0,Jessica Steinbrenner,1.3,59.0,United States,Sports,Sports,59.0
2205,2133.0,Xiong Xiaochuan,1.3,57.0,China,Medical devices,Healthcare,57.0
2206,2133.0,Sachin Bansal,1.3,41.0,India,Flipkart,Fashion & Retail,41.0
2207,2133.0,R. Marcelo Claure,1.3,52.0,United States,Cell phone distribution,Telecom,52.0
2208,2133.0,Joel Greenberg,1.3,65.0,United States,"Trading, investments",Finance & Investments,65.0
2209,2133.0,Joe Kiani,1.3,58.0,United States,Medical devices,Healthcare,58.0
2210,2133.0,Lu Hongyan,1.3,45.0,China,Online games,Media & Entertainment,45.0
2211,2133.0,Yves-Loic Martin,1.3,57.0,France,Laboratory services,Healthcare,57.0
2212,2133.0,P.V. Ramprasad Reddy,1.3,65.0,India,Pharmaceuticals,Healthcare,65.0
2213,2133.0,Hal Steinbrenner,1.3,54.0,United States,Sports,Sports,54.0
2214,2133.0,Wu Xushun & family,1.3,74.0,China,Internet,Diversified,74.0
2215,2133.0,Ziv Aviram,1.3,64.0,Israel,Automotive technology,Automotive,64.0
2216,2133.0,Chin Jong Hwa,1.3,64.0,Taiwan,Auto parts,Automotive,64.0
2217,2133.0,Simona Giorgetta,1.3,45.0,Italy,Chemical products,Construction & Engineering,45.0
2218,2133.0,Alexander Karp,1.3,55.0,United States,Software firm,Technology,55.0
2219,2133.0,Itamar Locks & family,1.3,68.0,Brazil,Agribusiness,Food & Beverage,68.0
2220,2133.0,George Marcus,1.3,81.0,United States,Real estate,Real Estate,81.0
2221,2133.0,G. M. Rao,1.3,72.0,India,Infrastructure,Logistics,72.0
2222,2133.0,Fei Song,1.3,56.0,China,Machinery,Manufacturing,56.0
2223,2133.0,Wu Xiaoge,1.3,50.0,China,Battery components,Manufacturing,50.0
2224,2133.0,Roman Avdeev,1.3,55.0,Russia,"Banking, development",Finance & Investments,55.0
2225,2133.0,Chen Yin,1.3,50.0,China,Power tools,Manufacturing,50.0
2226,2133.0,Marvy Finger,1.3,87.0,United States,Real estate,Real Estate,87.0
2227,2133.0,Zbigniew Juroszek & family,1.3,60.0,Poland,"Real estate, gambling",Diversified,60.0
2228,2133.0,Liu Gexin & family,1.3,71.0,China,Pharmaceuticals,Healthcare,71.0
2229,2133.0,Charlwin Mao,1.3,65.0,China,E-commerce,Fashion & Retail,65.0
2230,2133.0,Jupally Rameshwar Rao,1.3,67.0,India,Real estate,Real Estate,67.0
2231,2133.0,Denis Shtengelov,1.3,50.0,Russia,"Food, retail",Food & Beverage,50.0
2232,2133.0,Myron Wentz,1.3,83.0,St. Kitts and Nevis,Health products,Fashion & Retail,83.0
2233,2133.0,A. Jayson Adair,1.3,53.0,United States,Damaged cars,Automotive,53.0
2234,2133.0,Cai Mingtong,1.3,71.0,China,Electronic components,Technology,71.0
2235,2133.0,Weimin Du,1.3,59.0,China,Vaccines,Healthcare,59.0
2236,2133.0,Jiang Guiting & family,1.3,64.0,China,Manufacturing,Manufacturing,64.0
2237,2133.0,Art Levinson,1.3,73.0,United States,"Genentech, Apple",Diversified,73.0
2238,2133.0,John Oyler,1.3,55.0,United States,Biotech,Healthcare,55.0
2239,2133.0,James Scapa,1.3,66.0,United States,Software,Technology,66.0
2240,2133.0,Pongsak Viddayakorn,1.3,89.0,Thailand,Hospitals,Healthcare,89.0
2241,2133.0,Zong Yanmin,1.3,65.0,China,Semiconductor materials,Manufacturing,65.0
2242,2133.0,Stewart Butterfield,1.3,50.0,Canada,Messaging software,Technology,50.0
2243,2133.0,Massimo Doris,1.3,55.0,Italy,Financial services,Finance & Investments,55.0
2244,2133.0,Anurang Jain,1.3,61.0,India,Auto parts,Manufacturing,61.0
2245,2133.0,Lee Hae-jin,1.3,55.0,South Korea,Internet,Technology,55.0
2246,2133.0,Kazuo Okada,1.3,80.0,Japan,Casinos,Gambling & Casinos,80.0
2247,2133.0,Hajime Satomi,1.3,81.0,Japan,"Video games, pachinko",Gambling & Casinos,81.0
2248,2133.0,John Van Lieshout,1.3,77.0,Australia,Real estate,Real Estate,77.0
2249,2133.0,Kostyantin Zhevago,1.3,49.0,Ukraine,Mining,Metals & Mining,49.0
2250,2133.0,Soegiarto Adikoesoemo,1.3,85.0,Indonesia,Chemicals,Logistics,85.0
2251,2133.0,Anthony Casalena,1.3,40.0,United States,Software,Technology,40.0
2252,2133.0,Timothy Dunn & family,1.3,67.0,United States,Energy,Energy,67.0
2253,2133.0,Jin Xin,1.3,56.0,China,Manufacturing,Manufacturing,56.0
2254,2133.0,Li Denghai,1.3,73.0,China,Seed production,Food & Beverage,73.0
2255,2133.0,William Teh Lee Pang,1.3,65.0,Malaysia,Banking,Finance & Investments,65.0
2256,2133.0,Stephan Schnabel,1.3,48.0,Germany,Chemicals,Manufacturing,48.0
2257,2133.0,Wang Jianguo,1.3,63.0,China,Retail,Fashion & Retail,63.0
2258,2259.0,Hamad bin Jassim bin Jaber Al Thani,1.2,63.0,Qatar,Investments,Finance & Investments,63.0
2259,2259.0,Chen Xianbao & family,1.2,63.0,China,Food,Food & Beverage,63.0
2260,2259.0,Zsolt Felcsuti,1.2,51.0,Hungary,Manufacturing,Manufacturing,51.0
2261,2259.0,Mohammed Ibrahim,1.2,76.0,United Kingdom,Communications,Telecom,76.0
2262,2259.0,Zhen Li & family,1.2,59.0,China,Lithium batteries,Manufacturing,59.0
2263,2259.0,Neide Helena de Moraes,1.2,68.0,Brazil,Diversified,Diversified,68.0
2264,2259.0,Bennett Rosenthal,1.2,59.0,United States,Finance,Finance & Investments,59.0
2265,2259.0,Veronica Squinzi,1.2,51.0,Italy,Chemical products,Construction & Engineering,51.0
2266,2259.0,Wang Fuji,1.2,65.0,China,Pharmaceuticals,Healthcare,65.0
2267,2259.0,Xu Yuejuan,1.2,61.0,China,Petro Fibre,Manufacturing,61.0
2268,2259.0,Zhang Yin,1.2,66.0,China,Paper manufacturing,Manufacturing,66.0
2269,2259.0,Joao Alves de Queiroz Filho,1.2,70.0,Brazil,Pharmaceuticals,Diversified,70.0
2270,2259.0,Cheng Xianfeng,1.2,54.0,China,Pharmaceuticals,Healthcare,54.0
2271,2259.0,Ben Francis,1.2,30.0,United Kingdom,Fitness clothing,Fashion & Retail,30.0
2272,2259.0,Shirley Kao,1.2,66.0,Taiwan,Food & beverage retailing,Food & Beverage,66.0
2273,2259.0,Guangwei Liang,1.2,59.0,China,Conglomerate,Manufacturing,59.0
2274,2259.0,Scott Nuttall,1.2,50.0,United States,Private equity,Finance & Investments,50.0
2275,2259.0,Atul Ruia,1.2,52.0,India,Real estate,Real Estate,52.0
2276,2259.0,Michael Steinhardt,1.2,82.0,United States,Hedge funds,Finance & Investments,82.0
2277,2259.0,Wang Shih-Chung,1.2,61.0,Taiwan,Pneumatic equipments,Manufacturing,61.0
2278,2259.0,Vadim Yakunin,1.2,60.0,Russia,Pharmacy,Healthcare,60.0
2279,2259.0,Ning Zhao,1.2,56.0,United States,Pharmaceuticals,Healthcare,56.0
2280,2259.0,Jose Maria Aristrain,1.2,60.0,Spain,Steel,Metals & Mining,60.0
2281,2259.0,Chung Yong-jin,1.2,54.0,South Korea,Retail,Fashion & Retail,54.0
2282,2259.0,Gary Friedman,1.2,65.0,United States,Furniture retail,Fashion & Retail,65.0
2283,2259.0,David Kaplan,1.2,55.0,United States,Finance,Finance & Investments,55.0
2284,2259.0,Liu Ming Hui,1.2,60.0,China,Natural gas distribution,Energy,60.0
2285,2259.0,Kailashchandra Nuwal,1.2,65.0,India,Industrial explosives,Manufacturing,65.0
2286,2259.0,Thomas Sandell,1.2,62.0,Sweden,Hedge funds,Finance & Investments,62.0
2287,2259.0,Ion Stoica,1.2,58.0,Romania,Data analytics,Technology,58.0
2288,2259.0,Wang Xiaoshen,1.2,54.0,China,Lithium,Manufacturing,54.0
2289,2259.0,Yang Yunyun,1.2,46.0,China,Retail,Fashion & Retail,46.0
2290,2259.0,Zhou Wen & family,1.2,58.0,China,Chemicals,Manufacturing,58.0
2291,2259.0,Bernhard Braun-Luedicke,1.2,46.0,Germany,Medical technology,Healthcare,46.0
2292,2259.0,Jose Roberto Ermirio de Moraes,1.2,65.0,Brazil,Diversified,Diversified,65.0
2293,2259.0,Orion Hindawi,1.2,43.0,United States,Software,Technology,43.0
2294,2259.0,Lee Su-jin,1.2,45.0,South Korea,Hospitality,Technology,45.0
2295,2259.0,Lorinc Meszaros,1.2,57.0,Hungary,Diversified,Diversified,57.0
2296,2259.0,Qian Ying,1.2,57.0,China,Pig breeding,Food & Beverage,57.0
2297,2259.0,Edwin Soeryadjaya,1.2,73.0,Indonesia,"Coal, investments",Energy,73.0
2298,2259.0,Ruben Vardanyan & family,1.2,54.0,Armenia,Investment banking,Finance & Investments,54.0
2299,2259.0,Wenbo Xiang,1.2,60.0,China,Manufacturing,Manufacturing,60.0
2300,2259.0,Thomas Bailey,1.2,86.0,United States,Money management,Finance & Investments,86.0
2301,2259.0,Farhad Ebrahimi,1.2,84.0,United States,Solar panels,Manufacturing,84.0
2302,2259.0,Michael Heine,1.2,73.0,Australia,Financial services,Finance & Investments,73.0
2303,2259.0,Guy Laliberté,1.2,63.0,Canada,Cirque du Soleil,Media & Entertainment,63.0
2304,2259.0,Jorge Mas,1.2,60.0,United States,Construction,Construction & Engineering,60.0
2305,2259.0,Forrest Preston,1.2,90.0,United States,Health care,Healthcare,90.0
2306,2259.0,Konstantin Sixt,1.2,40.0,Germany,Car rentals,Automotive,40.0
2307,2259.0,Joop van den Ende,1.2,81.0,Netherlands,TV shows,Media & Entertainment,81.0
2308,2259.0,Xia Xinde,1.2,58.0,China,Batteries,Manufacturing,58.0
2309,2259.0,Bai Houshan,1.2,59.0,China,Lithium battery,Energy,59.0
2310,2259.0,Mathias Doepfner,1.2,60.0,Germany,Media,Media & Entertainment,60.0
2311,2259.0,Richard Hayne,1.2,75.0,United States,Urban Outfitters,Fashion & Retail,75.0
2312,2259.0,Suresh Krishna,1.2,86.0,India,Auto parts,Automotive,86.0
2313,2259.0,Mao Zhongwu,1.2,60.0,China,Manufacturing,Manufacturing,60.0
2314,2259.0,Murdaya Poo,1.2,82.0,Indonesia,Diversified,Diversified,82.0
2315,2259.0,Alexander Sixt,1.2,43.0,Germany,Car rentals,Automotive,43.0
2316,2259.0,Ching Bor Tung,1.2,60.0,China,Manufacturing,Manufacturing,60.0
2317,2259.0,Wu Yonghua,1.2,52.0,China,Apparel,Fashion & Retail,52.0
2318,2259.0,Sharon Azrieli,1.2,62.0,Canada,Real estate,Real Estate,62.0
2319,2259.0,Sefik Yilmaz Dizdar,1.2,85.0,Turkey,Fashion retail,Fashion & Retail,85.0
2320,2259.0,Fahed Hariri,1.2,42.0,Lebanon,"Construction, investments",Construction & Engineering,42.0
2321,2259.0,Karl Knauf,1.2,65.0,Germany,Building materials,Manufacturing,65.0
2322,2259.0,Keshub Mahindra,1.2,99.0,India,Diversified,Diversified,99.0
2323,2259.0,Mark Pincus,1.2,57.0,United States,Online games,Technology,57.0
2324,2259.0,Sytse 'Sid' Sijbrandij,1.2,43.0,Netherlands,Software,Technology,43.0
2325,2259.0,Lina Tombolato,1.2,75.0,Italy,Financial services,Finance & Investments,75.0
2326,2259.0,Eugene Wu,1.2,77.0,Taiwan,Finance,Finance & Investments,77.0
2327,2259.0,Naomi Azrieli,1.2,57.0,Canada,Real estate,Real Estate,57.0
2328,2259.0,Ding Shui Po,1.2,52.0,China,"Sneakers, sportswear",Fashion & Retail,52.0
2329,2259.0,Anthony Hall,1.2,67.0,Australia,Technology,Technology,67.0
2330,2259.0,Christine Knauf,1.2,65.0,Germany,Building materials,Manufacturing,65.0
2331,2259.0,William MacMillan,1.2,68.0,United States,Cargill,Food & Beverage,68.0
2332,2259.0,Markus Persson,1.2,43.0,Sweden,Computer games,Media & Entertainment,43.0
2333,2259.0,Eric Ya Shen,1.2,52.0,China,Online apparel retail,Technology,52.0
2334,2259.0,Sam Tarascio,1.2,78.0,Australia,Real estate,Real Estate,78.0
2335,2259.0,Wu Chung-yi,1.2,67.0,Taiwan,Manufacturing,Manufacturing,67.0
2336,2259.0,Danna Azrieli,1.2,55.0,Israel,Real estate,Real Estate,55.0
2337,2259.0,Richard Desmond,1.2,71.0,United Kingdom,Publishing,Media & Entertainment,71.0
2338,2259.0,Saroj Rani Gupta,1.2,72.0,India,Steel tubes,Manufacturing,72.0
2339,2259.0,Alexander Klyachin,1.2,55.0,Russia,Real estate,Real Estate,55.0
2340,2259.0,Martha MacMillan,1.2,71.0,United States,Cargill,Food & Beverage,71.0
2341,2259.0,Jose Isaac Peres & family,1.2,82.0,Brazil,Shopping malls,Real Estate,82.0
2342,2259.0,Antonio Luiz Seabra,1.2,80.0,Brazil,Cosmetics,Fashion & Retail,80.0
2343,2259.0,Xiuguo Tang,1.2,59.0,China,Manufacturing,Manufacturing,59.0
2344,2259.0,Tyler Winklevoss,1.2,41.0,United States,Cryptocurrency,Finance & Investments,41.0
2345,2259.0,Mehmet Aydinlar,1.2,66.0,Turkey,Hospitals,Healthcare,66.0
2346,2259.0,Ashwin Desai,1.2,71.0,India,Specialty chemicals,Manufacturing,71.0
2347,2259.0,Lawrence Golub,1.2,63.0,United States,Private equity,Finance & Investments,63.0
2348,2259.0,Ke Yunfeng & family,1.2,56.0,China,Retailing,Healthcare,56.0
2349,2259.0,John MacMillan,1.2,73.0,United States,Cargill,Food & Beverage,73.0
2350,2259.0,Vitaly Orlov,1.2,58.0,Russia,Fisheries,Food & Beverage,58.0
2351,2259.0,Gerald Schwartz,1.2,81.0,Canada,Finance,Finance & Investments,81.0
2352,2259.0,Tony Tan Caktiong,1.2,70.0,Philippines,Food,Food & Beverage,70.0
